Time,Position,Symbol,Type,Volume,Price,S / L,T / P,Time,Price,Commission,Swap,Profit,,
2026.06.04 16:48:11,11811856,NAS100.x,buy,0.03,30 218.62,30 172.05,,2026.06.04 16:50:41,30 167.49,0.00,0.00,- 15.34,,
2026.06.04 16:48:55,11813022,NAS100.x,buy,0.03,30 219.82,30 164.37,,2026.06.04 16:54:12,30 177.89,0.00,0.00,- 12.58,,
2026.06.04 16:50:53,11815015,NAS100.x,buy,0.03,30 195.52,30 172.76,,2026.06.04 17:02:14,30 179.19,0.00,0.00,- 4.90,,
2026.06.04 16:53:24,11818662,NAS100.x,buy,0.03,30 231.22,30 192.41,,2026.06.04 16:53:35,30 192.19,0.00,0.00,- 11.71,,
2026.06.04 16:55:20,11823513,NAS100.x,buy,0.03,30 210.62,30 173.72,,2026.06.04 16:55:48,30 178.89,0.00,0.00,- 9.52,,
2026.06.04 16:55:22,11823548,NAS100.x,buy,0.03,30 204.82,30 167.96,30 475.10,2026.06.04 16:59:48,30 197.49,0.00,0.00,- 2.20,,
2026.06.04 16:55:26,11823649,NAS100.x,buy,0.03,30 205.02,,,2026.06.04 16:59:50,30 197.59,0.00,0.00,- 2.23,,
2026.06.04 16:56:44,11825199,NAS100.x,buy,0.03,30 198.02,30 176.11,,2026.06.04 17:02:14,30 175.59,0.00,0.00,- 6.73,,
2026.06.04 16:56:45,11825244,NAS100.x,buy,0.03,30 202.82,,,2026.06.04 17:01:02,30 187.19,0.00,0.00,- 4.69,,
2026.06.04 17:00:38,11830821,NAS100.x,buy,0.04,30 212.82,30 178.99,,2026.06.04 17:02:13,30 178.69,0.00,0.00,- 13.65,,
2026.06.04 17:00:40,11830857,NAS100.x,buy,0.04,30 209.82,,,2026.06.04 17:01:00,30 180.49,0.00,0.00,- 11.73,,
2026.06.05 15:38:14,12535815,NAS100.x,buy,0.04,30 024.42,30 023.03,30 546.24,2026.06.05 15:51:37,30 052.09,0.00,0.00, 11.07,,
2026.06.05 15:38:54,12537862,NAS100.x,buy,0.04,30 031.02,30 026.67,30 544.37,2026.06.05 15:53:00,30 039.39,0.00,0.00, 3.35,,
,,,,,,,,,,,,,,
